id,time,x,y,z
314,"2012-11-19 15:59:29",1713,217,2
315,"2012-11-19 15:59:29",1713,217,2
316,"2012-11-19 15:59:29",1713,217,2
317,"2012-11-19 15:59:29",1713,217,2
318,"2012-11-19 15:59:29",1713,217,2
319,"2012-11-19 15:59:29",1713,217,2
320,"2012-11-19 15:59:29",1713,217,2
321,"2012-11-19 15:59:53",1677,217,2
322,"2012-11-19 15:59:53",1677,217,2
323,"2012-11-19 15:59:53",1677,217,2
324,"2012-11-19 15:59:53",1677,217,2
325,"2012-11-19 15:59:53",1677,217,2
326,"2012-11-19 15:59:53",1677,217,2
327,"2012-11-19 15:59:53",1677,217,2
328,"2012-11-19 15:59:53",1677,217,2
329,"2012-11-19 15:59:53",1677,217,2
330,"2012-11-19 15:59:53",1677,217,2
331,"2012-11-19 15:59:53",1677,217,2
332,"2012-11-19 15:59:53",1677,217,2
333,"2012-11-19 15:59:53",1677,217,2
334,"2012-11-19 15:59:53",1677,217,2
335,"2012-11-19 15:59:53",1677,217,2
336,"2012-11-19 15:59:53",1677,217,2
337,"2012-11-19 15:59:53",1677,217,2
338,"2012-11-19 15:59:53",1677,217,2
339,"2012-11-19 15:59:53",1677,217,2
340,"2012-11-19 15:59:53",1677,217,2
341,"2012-11-19 16:00:20",1641,217,2
342,"2012-11-19 16:00:20",1641,217,2
343,"2012-11-19 16:00:20",1641,217,2
344,"2012-11-19 16:00:20",1641,217,2
345,"2012-11-19 16:00:20",1641,217,2
346,"2012-11-19 16:00:20",1641,217,2
347,"2012-11-19 16:00:20",1641,217,2
348,"2012-11-19 16:00:20",1641,217,2
349,"2012-11-19 16:00:20",1641,217,2
350,"2012-11-19 16:00:20",1641,217,2
351,"2012-11-19 16:00:20",1641,217,2
352,"2012-11-19 16:00:20",1641,217,2
353,"2012-11-19 16:00:20",1641,217,2
354,"2012-11-19 16:00:20",1641,217,2
355,"2012-11-19 16:00:20",1641,217,2
356,"2012-11-19 16:00:20",1641,217,2
357,"2012-11-19 16:00:20",1641,217,2
358,"2012-11-19 16:00:20",1641,217,2
359,"2012-11-19 16:00:20",1641,217,2
360,"2012-11-19 16:00:20",1641,217,2
361,"2012-11-19 16:01:02",1605,217,2
362,"2012-11-19 16:01:02",1605,217,2
363,"2012-11-19 16:01:02",1605,217,2
364,"2012-11-19 16:01:02",1605,217,2
365,"2012-11-19 16:01:02",1605,217,2
366,"2012-11-19 16:01:02",1605,217,2
367,"2012-11-19 16:01:02",1605,217,2
368,"2012-11-19 16:01:02",1605,217,2
369,"2012-11-19 16:01:02",1605,217,2
370,"2012-11-19 16:01:02",1605,217,2
371,"2012-11-19 16:01:02",1605,217,2
372,"2012-11-19 16:01:02",1605,217,2
373,"2012-11-19 16:01:02",1605,217,2
374,"2012-11-19 16:01:02",1605,217,2
375,"2012-11-19 16:01:02",1605,217,2
376,"2012-11-19 16:01:02",1605,217,2
377,"2012-11-19 16:01:02",1605,217,2
378,"2012-11-19 16:01:02",1605,217,2
379,"2012-11-19 16:01:02",1605,217,2
380,"2012-11-19 16:01:02",1605,217,2
381,"2012-11-19 16:01:27",1569,217,2
382,"2012-11-19 16:01:27",1569,217,2
383,"2012-11-19 16:01:27",1569,217,2
384,"2012-11-19 16:01:27",1569,217,2
385,"2012-11-19 16:01:27",1569,217,2
386,"2012-11-19 16:01:27",1569,217,2
387,"2012-11-19 16:01:27",1569,217,2
388,"2012-11-19 16:01:27",1569,217,2
389,"2012-11-19 16:01:27",1569,217,2
390,"2012-11-19 16:01:27",1569,217,2
391,"2012-11-19 16:01:27",1569,217,2
392,"2012-11-19 16:01:27",1569,217,2
393,"2012-11-19 16:01:27",1569,217,2
394,"2012-11-19 16:01:27",1569,217,2
395,"2012-11-19 16:01:27",1569,217,2
396,"2012-11-19 16:01:27",1569,217,2
397,"2012-11-19 16:01:27",1569,217,2
398,"2012-11-19 16:01:27",1569,217,2
399,"2012-11-19 16:01:27",1569,217,2
400,"2012-11-19 16:01:27",1569,217,2
521,"2012-11-19 16:02:00",1533,217,2
522,"2012-11-19 16:02:00",1533,217,2
523,"2012-11-19 16:02:00",1533,217,2
524,"2012-11-19 16:02:00",1533,217,2
525,"2012-11-19 16:02:00",1533,217,2
526,"2012-11-19 16:02:00",1533,217,2
527,"2012-11-19 16:02:00",1533,217,2
528,"2012-11-19 16:02:00",1533,217,2
529,"2012-11-19 16:02:00",1533,217,2
530,"2012-11-19 16:02:00",1533,217,2
531,"2012-11-19 16:02:00",1533,217,2
532,"2012-11-19 16:02:00",1533,217,2
533,"2012-11-19 16:02:00",1533,217,2
534,"2012-11-19 16:02:00",1533,217,2
535,"2012-11-19 16:02:00",1533,217,2
536,"2012-11-19 16:02:00",1533,217,2
537,"2012-11-19 16:02:00",1533,217,2
538,"2012-11-19 16:02:00",1533,217,2
539,"2012-11-19 16:02:00",1533,217,2
540,"2012-11-19 16:02:00",1533,217,2
541,"2012-11-19 16:02:20",1497,217,2
542,"2012-11-19 16:02:20",1497,217,2
543,"2012-11-19 16:02:20",1497,217,2
544,"2012-11-19 16:02:20",1497,217,2
545,"2012-11-19 16:02:20",1497,217,2
546,"2012-11-19 16:02:20",1497,217,2
547,"2012-11-19 16:02:20",1497,217,2
548,"2012-11-19 16:02:20",1497,217,2
549,"2012-11-19 16:02:20",1497,217,2
550,"2012-11-19 16:02:20",1497,217,2
551,"2012-11-19 16:02:20",1497,217,2
552,"2012-11-19 16:02:20",1497,217,2
553,"2012-11-19 16:02:20",1497,217,2
554,"2012-11-19 16:02:20",1497,217,2
555,"2012-11-19 16:02:20",1497,217,2
556,"2012-11-19 16:02:20",1497,217,2
557,"2012-11-19 16:02:20",1497,217,2
558,"2012-11-19 16:02:20",1497,217,2
559,"2012-11-19 16:02:20",1497,217,2
560,"2012-11-19 16:02:20",1497,217,2
561,"2012-11-19 16:02:45",1461,217,2
562,"2012-11-19 16:02:45",1461,217,2
563,"2012-11-19 16:02:45",1461,217,2
564,"2012-11-19 16:02:45",1461,217,2
565,"2012-11-19 16:02:45",1461,217,2
566,"2012-11-19 16:02:45",1461,217,2
567,"2012-11-19 16:02:45",1461,217,2
568,"2012-11-19 16:02:45",1461,217,2
569,"2012-11-19 16:02:45",1461,217,2
570,"2012-11-19 16:02:45",1461,217,2
571,"2012-11-19 16:02:45",1461,217,2
572,"2012-11-19 16:02:45",1461,217,2
573,"2012-11-19 16:02:45",1461,217,2
574,"2012-11-19 16:02:45",1461,217,2
575,"2012-11-19 16:02:45",1461,217,2
576,"2012-11-19 16:02:45",1461,217,2
577,"2012-11-19 16:02:45",1461,217,2
578,"2012-11-19 16:02:45",1461,217,2
579,"2012-11-19 16:02:45",1461,217,2
580,"2012-11-19 16:02:45",1461,217,2
581,"2012-11-19 16:03:26",1425,217,2
582,"2012-11-19 16:03:26",1425,217,2
583,"2012-11-19 16:03:26",1425,217,2
584,"2012-11-19 16:03:26",1425,217,2
585,"2012-11-19 16:03:26",1425,217,2
586,"2012-11-19 16:03:26",1425,217,2
587,"2012-11-19 16:03:26",1425,217,2
588,"2012-11-19 16:03:26",1425,217,2
589,"2012-11-19 16:03:26",1425,217,2
590,"2012-11-19 16:03:26",1425,217,2
591,"2012-11-19 16:03:26",1425,217,2
592,"2012-11-19 16:03:26",1425,217,2
593,"2012-11-19 16:03:26",1425,217,2
594,"2012-11-19 16:03:26",1425,217,2
595,"2012-11-19 16:03:26",1425,217,2
596,"2012-11-19 16:03:26",1425,217,2
597,"2012-11-19 16:03:26",1425,217,2
598,"2012-11-19 16:03:26",1425,217,2
599,"2012-11-19 16:03:26",1425,217,2
600,"2012-11-19 16:03:26",1425,217,2
601,"2012-11-19 16:03:48",1389,217,2
602,"2012-11-19 16:03:48",1389,217,2
603,"2012-11-19 16:03:48",1389,217,2
604,"2012-11-19 16:03:48",1389,217,2
605,"2012-11-19 16:03:48",1389,217,2
606,"2012-11-19 16:03:48",1389,217,2
607,"2012-11-19 16:03:48",1389,217,2
608,"2012-11-19 16:03:48",1389,217,2
609,"2012-11-19 16:03:48",1389,217,2
610,"2012-11-19 16:03:48",1389,217,2
611,"2012-11-19 16:03:48",1389,217,2
612,"2012-11-19 16:03:48",1389,217,2
613,"2012-11-19 16:03:48",1389,217,2
614,"2012-11-19 16:03:48",1389,217,2
615,"2012-11-19 16:03:48",1389,217,2
616,"2012-11-19 16:03:48",1389,217,2
617,"2012-11-19 16:03:48",1389,217,2
618,"2012-11-19 16:03:48",1389,217,2
619,"2012-11-19 16:03:48",1389,217,2
620,"2012-11-19 16:03:48",1389,217,2
621,"2012-11-19 16:04:10",1353,217,2
622,"2012-11-19 16:04:10",1353,217,2
623,"2012-11-19 16:04:10",1353,217,2
624,"2012-11-19 16:04:10",1353,217,2
625,"2012-11-19 16:04:10",1353,217,2
626,"2012-11-19 16:04:10",1353,217,2
627,"2012-11-19 16:04:10",1353,217,2
628,"2012-11-19 16:04:10",1353,217,2
629,"2012-11-19 16:04:10",1353,217,2
630,"2012-11-19 16:04:10",1353,217,2
631,"2012-11-19 16:04:10",1353,217,2
632,"2012-11-19 16:04:10",1353,217,2
633,"2012-11-19 16:04:10",1353,217,2
634,"2012-11-19 16:04:10",1353,217,2
635,"2012-11-19 16:04:10",1353,217,2
636,"2012-11-19 16:04:10",1353,217,2
637,"2012-11-19 16:04:10",1353,217,2
638,"2012-11-19 16:04:10",1353,217,2
639,"2012-11-19 16:04:10",1353,217,2
640,"2012-11-19 16:04:10",1353,217,2
841,"2012-11-19 16:07:56",1317,217,2
842,"2012-11-19 16:07:56",1317,217,2
843,"2012-11-19 16:07:56",1317,217,2
844,"2012-11-19 16:07:56",1317,217,2
845,"2012-11-19 16:07:56",1317,217,2
846,"2012-11-19 16:07:56",1317,217,2
847,"2012-11-19 16:07:56",1317,217,2
848,"2012-11-19 16:07:56",1317,217,2
849,"2012-11-19 16:07:56",1317,217,2
850,"2012-11-19 16:07:56",1317,217,2
851,"2012-11-19 16:07:56",1317,217,2
852,"2012-11-19 16:07:56",1317,217,2
853,"2012-11-19 16:07:56",1317,217,2
854,"2012-11-19 16:07:56",1317,217,2
855,"2012-11-19 16:07:56",1317,217,2
856,"2012-11-19 16:07:56",1317,217,2
857,"2012-11-19 16:07:56",1317,217,2
858,"2012-11-19 16:07:56",1317,217,2
859,"2012-11-19 16:07:56",1317,217,2
860,"2012-11-19 16:07:56",1317,217,2
861,"2012-11-19 16:08:18",1281,217,2
862,"2012-11-19 16:08:18",1281,217,2
863,"2012-11-19 16:08:18",1281,217,2
864,"2012-11-19 16:08:18",1281,217,2
865,"2012-11-19 16:08:18",1281,217,2
866,"2012-11-19 16:08:18",1281,217,2
867,"2012-11-19 16:08:18",1281,217,2
868,"2012-11-19 16:08:18",1281,217,2
869,"2012-11-19 16:08:18",1281,217,2
870,"2012-11-19 16:08:18",1281,217,2
871,"2012-11-19 16:08:18",1281,217,2
872,"2012-11-19 16:08:18",1281,217,2
873,"2012-11-19 16:08:18",1281,217,2
874,"2012-11-19 16:08:18",1281,217,2
875,"2012-11-19 16:08:18",1281,217,2
876,"2012-11-19 16:08:18",1281,217,2
877,"2012-11-19 16:08:18",1281,217,2
878,"2012-11-19 16:08:18",1281,217,2
879,"2012-11-19 16:08:18",1281,217,2
880,"2012-11-19 16:08:18",1281,217,2
881,"2012-11-19 16:08:39",1245,217,2
882,"2012-11-19 16:08:39",1245,217,2
883,"2012-11-19 16:08:39",1245,217,2
884,"2012-11-19 16:08:39",1245,217,2
885,"2012-11-19 16:08:39",1245,217,2
886,"2012-11-19 16:08:39",1245,217,2
887,"2012-11-19 16:08:39",1245,217,2
888,"2012-11-19 16:08:39",1245,217,2
889,"2012-11-19 16:08:39",1245,217,2
890,"2012-11-19 16:08:39",1245,217,2
891,"2012-11-19 16:08:39",1245,217,2
892,"2012-11-19 16:08:39",1245,217,2
893,"2012-11-19 16:08:39",1245,217,2
894,"2012-11-19 16:08:39",1245,217,2
895,"2012-11-19 16:08:39",1245,217,2
896,"2012-11-19 16:08:39",1245,217,2
897,"2012-11-19 16:08:39",1245,217,2
898,"2012-11-19 16:08:39",1245,217,2
899,"2012-11-19 16:08:39",1245,217,2
900,"2012-11-19 16:08:39",1245,217,2
901,"2012-11-19 16:09:17",1209,217,2
902,"2012-11-19 16:09:17",1209,217,2
903,"2012-11-19 16:09:17",1209,217,2
904,"2012-11-19 16:09:17",1209,217,2
905,"2012-11-19 16:09:17",1209,217,2
906,"2012-11-19 16:09:17",1209,217,2
907,"2012-11-19 16:09:17",1209,217,2
908,"2012-11-19 16:09:17",1209,217,2
909,"2012-11-19 16:09:17",1209,217,2
910,"2012-11-19 16:09:17",1209,217,2
911,"2012-11-19 16:09:17",1209,217,2
912,"2012-11-19 16:09:17",102,"2012-11-19 16:03:48",1389,217,2
603,"2012-11-19 16:03:48",1389,217,2
604,"2012-11-19 16:03:48",1389,217,2
605,"2012-11-19 16:03:48",1389,217,2
606,"2012-11-19 16:03:48",1389,217,2
607,"2012-11-19 16:03:48",1389,217,2
608,"2012-11-19 16:03:48",1389,217,2
609,"2012-11-19 16:03:48",1389,217,2
610,"2012-11-19 16:03:48",1389,217,2
611,"2012-11-19 16:03:48",1389,217,2
612,"2012-11-19 16:03:48",1389,217,2
613,"2012-11-19 16:03:48",1389,217,2
614,"2012-11-19 16:03:48",1389,217,2
615,"2012-11-19 16:03:48",1389,217,2
616,"2012-11-19 16:03:48",1389,217,2
617,"2012-11-19 16:03:48",1389,217,2
618,"2012-11-19 16:03:48",1389,217,2
619,"2012-11-19 16:03:48",1389,217,2
620,"2012-11-19 16:03:48",1389,217,2
621,"2012-11-19 16:04:10",1353,217,2
622,"2012-11-19 16:04:10",1353,217,2
623,"2012-11-19 16:04:10",1353,217,2
624,"2012-11-19 16:04:10",1353,217,2
625,"2012-11-19 16:04:10",1353,217,2
626,"2012-11-19 16:04:10",1353,217,2
627,"2012-11-19 16:04:10",1353,217,2
628,"2012-11-19 16:04:10",1353,217,2
629,"2012-11-19 16:04:10",1353,217,2
630,"2012-11-19 16:04:10",1353,217,2
631,"2012-11-19 16:04:10",1353,217,2
632,"2012-11-19 16:04:10",1353,217,2
633,"2012-11-19 16:04:10",1353,217,2
634,"2012-11-19 16:04:10",1353,217,2
635,"2012-11-19 16:04:10",1353,217,2
636,"2012-11-19 16:04:10",1353,217,2
637,"2012-11-19 16:04:10",1353,217,2
638,"2012-11-19 16:04:10",1353,217,2
639,"2012-11-19 16:04:10",1353,217,2
640,"2012-11-19 16:04:10",1353,217,2
841,"2012-11-19 16:07:56",1317,217,2
842,"2012-11-19 16:07:56",1317,217,2
843,"2012-11-19 16:07:56",1317,217,2
844,"2012-11-19 16:07:56",1317,217,2
845,"2012-11-19 16:07:56",1317,217,2
846,"2012-11-19 16:07:56",1317,217,2
847,"2012-11-19 16:07:56",1317,217,2
848,"2012-11-19 16:07:56",1317,217,2
849,"2012-11-19 16:07:56",1317,217,2
850,"2012-11-19 16:07:56",1317,217,2
851,"2012-11-19 16:07:56",1317,217,2
852,"2012-11-19 16:07:56",1317,217,2
853,"2012-11-19 16:07:56",1317,217,2
854,"2012-11-19 16:07:56",1317,217,2
855,"2012-11-19 16:07:56",1317,217,2
856,"2012-11-19 16:07:56",1317,217,2
857,"2012-11-19 16:07:56",1317,217,2
858,"2012-11-19 16:07:56",1317,217,2
859,"2012-11-19 16:07:56",1317,217,2
860,"2012-11-19 16:07:56",1317,217,2
861,"2012-11-19 16:08:18",1281,217,2
862,"2012-11-19 16:08:18",1281,217,2
863,"2012-11-19 16:08:18",1281,217,2
864,"2012-11-19 16:08:18",1281,217,2
865,"2012-11-19 16:08:18",1281,217,2
866,"2012-11-19 16:08:18",1281,217,2
867,"2012-11-19 16:08:18",1281,217,2
868,"2012-11-19 16:08:18",1281,217,2
869,"2012-11-19 16:08:18",1281,217,2
870,"2012-11-19 16:08:18",1281,217,2
871,"2012-11-19 16:08:18",1281,217,2
872,"2012-11-19 16:08:18",1281,217,2
873,"2012-11-19 16:08:18",1281,217,2
874,"2012-11-19 16:08:18",1281,217,2
875,"2012-11-19 16:08:18",1281,217,2
876,"2012-11-19 16:08:18",1281,217,2
877,"2012-11-19 16:08:18",1281,217,2
878,"2012-11-19 16:08:18",1281,217,2
879,"2012-11-19 16:08:18",1281,217,2
880,"2012-11-19 16:08:18",1281,217,2
881,"2012-11-19 16:08:39",1245,217,2
882,"2012-11-19 16:08:39",1245,217,2
883,"2012-11-19 16:08:39",1245,217,2
884,"2012-11-19 16:08:39",1245,217,2
885,"2012-11-19 16:08:39",1245,217,2
886,"2012-11-19 16:08:39",1245,217,2
887,"2012-11-19 16:08:39",1245,217,2
888,"2012-11-19 16:08:39",1245,217,2
889,"2012-11-19 16:08:39",1245,217,2
890,"2012-11-19 16:08:39",1245,217,2
891,"2012-11-19 16:08:39",1245,217,2
892,"2012-11-19 16:08:39",1245,217,2
893,"2012-11-19 16:08:39",1245,217,2
894,"2012-11-19 16:08:39",1245,217,2
895,"2012-11-19 16:08:39",1245,217,2
896,"2012-11-19 16:08:39",1245,217,2
897,"2012-11-19 16:08:39",1245,217,2
898,"2012-11-19 16:08:39",1245,217,2
899,"2012-11-19 16:08:39",1245,217,2
900,"2012-11-19 16:08:39",1245,217,2
901,"2012-11-19 16:09:17",1209,217,2
902,"2012-11-19 16:09:17",1209,217,2
903,"2012-11-19 16:09:17",1209,217,2
904,"2012-11-19 16:09:17",1209,217,2
905,"2012-11-19 16:09:17",1209,217,2
906,"2012-11-19 16:09:17",1209,217,2
907,"2012-11-19 16:09:17",1209,217,2
908,"2012-11-19 16:09:17",1209,217,2
909,"2012-11-19 16:09:17",1209,217,2
910,"2012-11-19 16:09:17",1209,217,2
911,"2012-11-19 16:09:17",1209,217,2
912,"2012-11-19 16:09:17",1209,217,2
913,"2012-11-19 16:09:17",1209,217,2
914,"2012-11-19 16:09:17",1209,217,2
915,"2012-11-19 16:09:17",1209,217,2
916,"2012-11-19 16:09:17",1209,217,2
917,"2012-11-19 16:09:17",1209,217,2
918,"2012-11-19 16:09:17",1209,217,2
919,"2012-11-19 16:09:17",1209,217,2
920,"2012-11-19 16:09:17",1209,217,2
921,"2012-11-19 16:09:38",1173,217,2
922,"2012-11-19 16:09:38",1173,217,2
923,"2012-11-19 16:09:38",1173,217,2
924,"2012-11-19 16:09:38",1173,217,2
925,"2012-11-19 16:09:38",1173,217,2
926,"2012-11-19 16:09:38",1173,217,2
927,"2012-11-19 16:09:38",1173,217,2
928,"2012-11-19 16:09:38",1173,217,2
929,"2012-11-19 16:09:38",1173,217,2
930,"2012-11-19 16:09:38",1173,217,2
931,"2012-11-19 16:09:38",1173,217,2
932,"2012-11-19 16:09:38",1173,217,2
933,"2012-11-19 16:09:38",1173,217,2
934,"2012-11-19 16:09:38",1173,217,2
935,"2012-11-19 16:09:38",1173,217,2
936,"2012-11-19 16:09:38",1173,217,2
937,"2012-11-19 16:09:38",1173,217,2
938,"2012-11-19 16:09:38",1173,217,2
939,"2012-11-19 16:09:38",1173,217,2
940,"2012-11-19 16:09:38",1173,217,2
941,"2012-11-19 16:09:58",1137,217,2
942,"2012-11-19 16:09:58",1137,217,2
943,"2012-11-19 16:09:58",1137,217,2
944,"2012-11-19 16:09:58",1137,217,2
945,"2012-11-19 16:09:58",1137,217,2
946,"2012-11-19 16:09:58",1137,217,2
947,"2012-11-19 16:09:58",1137,217,2
948,"2012-11-19 16:09:58",1137,217,2
949,"2012-11-19 16:09:58",1137,217,2
950,"2012-11-19 16:09:58",1137,217,2
951,"2012-11-19 16:09:58",1137,217,2
952,"2012-11-19 16:09:58",1137,217,2
953,"2012-11-19 16:09:58",1137,217,2
954,"2012-11-19 16:09:58",1137,217,2
955,"2012-11-19 16:09:58",1137,217,2
956,"2012-11-19 16:09:58",1137,217,2
957,"2012-11-19 16:09:58",1137,217,2
958,"2012-11-19 16:09:58",1137,217,2
959,"2012-11-19 16:09:58",1137,217,2
960,"2012-11-19 16:09:58",1137,217,2
1181,"2012-11-19 15:48:53",1533,203,2
1182,"2012-11-19 15:48:53",1533,203,2
1183,"2012-11-19 15:48:53",1533,203,2
1184,"2012-11-19 15:48:53",1533,203,2
1185,"2012-11-19 15:48:53",1533,203,2
1186,"2012-11-19 15:48:53",1533,203,2
1187,"2012-11-19 15:48:53",1533,203,2
1188,"2012-11-19 15:48:53",1533,203,2
1189,"2012-11-19 15:48:53",1533,203,2
1190,"2012-11-19 15:48:53",1533,203,2
1191,"2012-11-19 15:48:53",1533,203,2
1192,"2012-11-19 15:48:53",1533,203,2
1193,"2012-11-19 15:48:53",1533,203,2
1194,"2012-11-19 15:48:53",1533,203,2
1195,"2012-11-19 15:48:53",1533,203,2
1196,"2012-11-19 15:48:53",1533,203,2
1197,"2012-11-19 15:48:53",1533,203,2
1198,"2012-11-19 15:48:53",1533,203,2
1199,"2012-11-19 15:48:53",1533,203,2
1200,"2012-11-19 15:48:53",1533,203,2
1201,"2012-11-19 15:49:16",1533,177,2
1202,"2012-11-19 15:49:16",1533,177,2
1203,"2012-11-19 15:49:16",1533,177,2
1204,"2012-11-19 15:49:16",1533,177,2
1205,"2012-11-19 15:49:16",1533,177,2
1206,"2012-11-19 15:49:16",1533,177,2
1207,"2012-11-19 15:49:16",1533,177,2
1208,"2012-11-19 15:49:16",1533,177,2
1209,"2012-11-19 15:49:16",1533,177,2
1210,"2012-11-19 15:49:16",1533,177,2
1211,"2012-11-19 15:49:16",1533,177,2
1212,"2012-11-19 15:49:16",1533,177,2
1213,"2012-11-19 15:49:16",1533,177,2
1214,"2012-11-19 15:49:16",1533,177,2
1215,"2012-11-19 15:49:16",1533,177,2
1216,"2012-11-19 15:49:16",1533,177,2
1217,"2012-11-19 15:49:16",1533,177,2
1218,"2012-11-19 15:49:16",1533,177,2
1219,"2012-11-19 15:49:16",1533,177,2
1220,"2012-11-19 15:49:16",1533,177,2
1221,"2012-11-19 15:49:38",1533,141,2
1222,"2012-11-19 15:49:38",1533,141,2
1223,"2012-11-19 15:49:38",1533,141,2
1224,"2012-11-19 15:49:38",1533,141,2
1225,"2012-11-19 15:49:38",1533,141,2
1226,"2012-11-19 15:49:38",1533,141,2
1227,"2012-11-19 15:49:38",1533,141,2
1228,"2012-11-19 15:49:38",1533,141,2
1229,"2012-11-19 15:49:38",1533,141,2
1230,"2012-11-19 15:49:38",1533,141,2
1231,"2012-11-19 15:49:38",1533,141,2
1232,"2012-11-19 15:49:38",1533,141,2
1233,"2012-11-19 15:49:38",1533,141,2
1234,"2012-11-19 15:49:38",1533,141,2
1235,"2012-11-19 15:49:38",1533,141,2
1236,"2012-11-19 15:49:38",1533,141,2
1237,"2012-11-19 15:49:38",1533,141,2
1238,"2012-11-19 15:49:38",1533,141,2
1239,"2012-11-19 15:49:38",1533,141,2
1240,"2012-11-19 15:49:38",1533,141,2
1241,"2012-11-19 15:49:59",153-19 16:15:30",957,217,2
1351,"2012-11-19 16:15:30",957,217,2
1352,"2012-11-19 16:15:30",957,217,2
1353,"2012-11-19 16:15:30",957,217,2
1354,"2012-11-19 16:15:30",957,217,2
1355,"2012-11-19 16:15:30",957,217,2
1356,"2012-11-19 16:15:30",957,217,2
1357,"2012-11-19 16:15:30",957,217,2
1358,"2012-11-19 16:15:30",957,217,2
1359,"2012-11-19 16:15:30",957,217,2
1360,"2012-11-19 16:15:30",957,217,2
1361,"2012-11-19 16:15:55",921,217,2
1362,"2012-11-19 16:15:55",921,217,2
1363,"2012-11-19 16:15:55",921,217,2
1364,"2012-11-19 16:15:55",921,217,2
1365,"2012-11-19 16:15:55",921,217,2
1366,"2012-11-19 16:15:55",921,217,2
1367,"2012-11-19 16:15:55",921,217,2
1368,"2012-11-19 16:15:55",921,217,2
1369,"2012-11-19 16:15:55",921,217,2
1370,"2012-11-19 16:15:55",921,217,2
1371,"2012-11-19 16:15:55",921,217,2
1372,"2012-11-19 16:15:55",921,217,2
1373,"2012-11-19 16:15:55",921,217,2
1374,"2012-11-19 16:15:55",921,217,2
1375,"2012-11-19 16:15:55",921,217,2
1376,"2012-11-19 16:15:55",921,217,2
1377,"2012-11-19 16:15:55",921,217,2
1378,"2012-11-19 16:15:55",921,217,2
1379,"2012-11-19 16:15:55",921,217,2
1380,"2012-11-19 16:15:55",921,217,2
1381,"2012-11-19 15:51:37",217,231,2
1382,"2012-11-19 15:51:37",217,231,2
1383,"2012-11-19 15:51:37",217,231,2
1384,"2012-11-19 15:51:37",217,231,2
1385,"2012-11-19 15:51:37",217,231,2
1386,"2012-11-19 15:51:37",217,231,2
1387,"2012-11-19 15:51:37",217,231,2
1388,"2012-11-19 15:51:37",217,231,2
1389,"2012-11-19 15:51:37",217,231,2
1390,"2012-11-19 15:51:37",217,231,2
1391,"2012-11-19 15:51:37",217,231,2
1392,"2012-11-19 15:51:37",217,231,2
1393,"2012-11-19 15:51:37",217,231,2
1394,"2012-11-19 15:51:37",217,231,2
1395,"2012-11-19 15:51:37",217,231,2
1396,"2012-11-19 15:51:37",217,231,2
1397,"2012-11-19 15:51:37",217,231,2
1398,"2012-11-19 15:51:37",217,231,2
1399,"2012-11-19 15:51:37",217,231,2
1400,"2012-11-19 15:51:37",217,231,2
1401,"2012-11-19 15:52:00",217,195,2
1402,"2012-11-19 15:52:00",217,195,2
1403,"2012-11-19 15:52:00",217,195,2
